,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,vila franca do campo,PT,37.7167,-25.4333,60.19,84,30,11.99,scattered clouds
342,hammelburg,DE,50.1167,9.9,39.09,90,95,15.52,overcast clouds
343,manakara,MG,-22.1333,48.0167,77.58,95,89,8.37,overcast clouds
344,aracoiaba,BR,-4.3711,-38.8142,73.85,86,35,2.86,scattered clouds
345,cockburn town,TC,21.4612,-71.1419,75.16,64,20,9.22,few clouds
346,bida,NG,9.0833,6.0167,74.86,19,2,3.94,clear sky
347,pontes e lacerda,BR,-15.2261,-59.3353,70.27,98,100,0.96,overcast clouds
348,aasiaat,GL,68.7098,-52.8699,6.8,93,100,5.32,light snow
349,urubicha,BO,-15.3833,-62.95,69.26,98,100,0.87,overcast clouds
350,hobyo,SO,5.3505,48.5268,75.7,71,100,17.63,overcast clouds
351,picton,AU,-34.1833,150.6,73.58,65,60,10.92,broken clouds
352,ribeira brava,PT,32.65,-17.0667,63.23,68,6,11.92,clear sky
353,muravlenko,RU,63.7898,74.523,-19.7,100,98,6.31,overcast clouds
354,rafaela,AR,-31.2503,-61.4867,63.0,58,0,7.27,clear sky
355,nurota,UZ,40.5614,65.6886,33.89,81,96,0.98,overcast clouds
356,lukoyanov,RU,55.0277,44.4786,8.15,97,98,5.93,overcast clouds
357,mandiana,GN,10.6333,-8.6833,71.65,15,0,4.34,clear sky
358,ciro marina,IT,39.3732,17.126,51.22,73,14,5.73,few clouds
359,walvis bay,NA,-22.9575,14.5053,70.75,83,91,4.61,overcast clouds
360,vila do maio,CV,15.1333,-23.2167,68.79,80,0,12.55,clear sky
361,jijiga,ET,9.35,42.8,57.33,73,5,9.44,clear sky
362,puri,IN,19.8,85.85,59.52,57,93,3.8,overcast clouds
363,sharan,RU,54.8167,54.0,14.5,97,100,2.39,overcast clouds
364,poros,GR,37.4994,23.4536,53.62,80,33,8.19,scattered clouds
365,rio grande,BR,-32.035,-52.0986,64.51,61,0,14.74,clear sky
366,mookane,BW,-23.688,26.6595,67.5,68,1,7.29,clear sky
367,sao joao da barra,BR,-21.6403,-41.0511,76.62,88,2,20.69,clear sky
368,presidencia roque saenz pena,AR,-26.7852,-60.4388,68.09,45,0,5.61,clear sky
369,starosubkhangulovo,RU,53.1031,57.4423,15.75,97,100,0.58,overcast clouds
370,kakonko,TZ,-3.2828,30.9642,62.64,95,98,2.24,light rain
371,goksun,TR,38.021,36.4973,12.09,83,1,4.79,clear sky
372,pemba,MZ,-12.974,40.5178,75.9,100,75,13.8,broken clouds
373,knysna,ZA,-34.0363,23.0471,68.38,52,0,3.58,clear sky
374,manavalakurichi,IN,8.1333,77.3,77.09,76,30,4.97,scattered clouds
375,katastarion,GR,37.8333,20.7667,56.1,87,40,8.86,scattered clouds
376,greensboro,US,36.0726,-79.792,33.04,65,0,4.83,clear sky
377,tver,RU,56.8619,35.8931,27.21,95,100,10.22,light snow
378,aksu,CN,41.1231,80.2644,20.23,48,100,0.6,overcast clouds
379,bauchi,NG,10.5,10.0,59.59,29,0,4.72,clear sky
380,kanigiri,IN,15.4,79.5167,70.12,83,62,0.6,broken clouds
381,umm kaddadah,SD,13.6017,26.6876,53.31,29,82,14.29,broken clouds
382,temyasovo,RU,52.9933,58.1014,5.36,96,100,1.5,overcast clouds
383,groningen,NL,53.25,6.75,41.09,84,20,5.99,few clouds
384,boddam,GB,57.4667,-1.7833,39.38,69,12,20.42,few clouds
385,konyshevka,RU,51.8418,35.2941,28.11,92,100,12.59,overcast clouds
386,lodja,CD,-3.4833,23.4333,70.05,96,100,2.33,overcast clouds
387,casselman,CA,45.3168,-75.0826,20.48,73,100,6.91,overcast clouds
388,la asuncion,VE,11.0333,-63.8628,78.53,89,8,13.8,clear sky
389,gazojak,TM,41.1875,61.4036,32.77,63,21,6.26,few clouds
390,atasu,KZ,48.6814,71.6433,25.25,96,100,15.1,snow
391,camana,PE,-16.6228,-72.7111,71.55,80,98,4.61,overcast clouds
392,koygorodok,RU,60.445,50.9968,18.77,95,100,5.53,overcast clouds
393,alta floresta,BR,-9.8756,-56.0861,72.39,96,94,1.54,moderate rain
394,qesarya,IL,32.5189,34.9046,56.35,77,67,9.22,broken clouds
395,kamenka,RU,51.3223,42.7678,13.5,100,89,5.91,overcast clouds
396,ustye,RU,59.6304,39.736,8.58,96,100,8.19,overcast clouds
397,yarmouth,US,41.7057,-70.2286,32.14,75,100,4.0,overcast clouds
398,gravdal,NO,68.1214,13.5031,34.56,82,100,9.37,light snow
399,kanalia,GR,39.5,22.8833,42.76,84,12,5.37,few clouds
400,nara,JP,34.6851,135.8049,43.97,50,99,5.53,overcast clouds
401,haverfordwest,GB,51.8017,-4.9691,42.82,84,24,14.92,few clouds
402,conde,BR,-7.2597,-34.9075,78.26,78,20,4.61,few clouds
403,saurimo,AO,-9.6608,20.3916,62.17,96,100,3.89,overcast clouds
404,horki,BY,54.2861,30.9842,31.35,95,100,15.28,overcast clouds
405,maxixe,MZ,-23.8597,35.3472,75.72,84,68,12.37,broken clouds
406,salas,ES,43.4118,-6.2602,44.35,80,44,4.36,scattered clouds
407,verkhnyaya inta,RU,65.9811,60.3094,8.78,80,100,7.31,overcast clouds
408,sulaco,HN,14.9167,-87.2667,66.72,94,81,4.18,broken clouds
409,kang,BW,-23.6752,22.7876,68.92,58,53,7.63,broken clouds
410,cochrane,CA,51.1834,-114.4687,47.44,29,0,23.02,clear sky
411,shostka,UA,51.863,33.4698,24.24,94,92,10.96,overcast clouds
412,kathmandu,NP,27.7167,85.3167,41.22,100,40,2.3,mist
413,sisimiut,GL,66.9395,-53.6735,3.0,92,100,12.12,overcast clouds
414,tampere,FI,61.4991,23.7871,30.81,93,100,5.75,overcast clouds
415,fatehpur,IN,25.9333,80.8,50.77,69,0,1.95,clear sky
416,los llanos de aridane,ES,28.6585,-17.9182,62.35,72,20,20.0,few clouds
417,bereda,ES,43.2686,-7.5406,43.92,98,79,1.9,broken clouds
418,kimovsk,RU,53.9716,38.5319,19.44,97,81,8.05,broken clouds
419,mbeya,TZ,-8.9,33.45,57.96,92,100,1.79,overcast clouds
420,visnes,NO,59.3556,5.2242,39.25,70,90,26.46,overcast clouds
421,mattawa,US,46.7379,-119.9028,45.0,91,91,5.01,overcast clouds
422,aksarka,RU,66.5606,67.7975,-14.73,100,96,6.6,overcast clouds
423,lumeje,AO,-11.55,20.7833,63.45,77,100,5.3,overcast clouds
424,geghamasar,AM,40.3109,45.6792,11.37,79,52,1.39,broken clouds
425,prainha,BR,-1.8,-53.48,73.36,97,100,2.1,heavy intensity rain
426,takoradi,GH,4.8845,-1.7554,79.05,86,100,6.46,overcast clouds
427,timmins,CA,48.4669,-81.3331,15.62,86,100,6.91,light snow
428,sorland,NO,67.667,12.6934,35.38,87,100,12.71,overcast clouds
429,buzdyak,RU,54.5833,54.55,16.54,97,100,2.57,light snow
430,nowy dwor mazowiecki,PL,52.4302,20.7165,41.29,90,75,19.57,broken clouds
431,puerto montt,CL,-41.4698,-72.9447,59.83,82,0,5.75,clear sky
432,mao,ES,39.8885,4.2658,46.96,93,40,4.61,scattered clouds
433,french harbor,HN,16.35,-86.4333,73.4,88,40,0.0,scattered clouds
434,qasigiannguit,GL,68.8193,-51.1922,-1.14,98,100,8.52,light snow
435,muros,ES,42.7762,-9.0603,51.24,91,24,8.84,few clouds
436,hadejia,NG,12.4498,10.0444,62.49,18,0,10.4,clear sky
437,sipe sipe,BO,-17.45,-66.3833,54.75,86,100,3.53,overcast clouds
438,meybod,IR,32.2501,54.0166,37.42,45,0,5.53,clear sky
439,gazanjyk,TM,39.2446,55.5154,37.09,79,98,7.87,overcast clouds
440,ringas,IN,27.35,75.5667,54.39,53,5,4.34,clear sky
441,agadez,NE,19.75,10.25,56.37,17,0,5.03,clear sky
442,reyes,BO,-14.3167,-67.3833,69.03,99,94,2.68,overcast clouds
443,salalah,OM,17.0151,54.0924,68.58,28,83,15.17,broken clouds
444,alvaraes,BR,-3.2208,-64.8042,78.67,97,100,2.21,overcast clouds
445,alcoa,US,35.7895,-83.9738,38.82,80,0,1.95,clear sky
446,buritizeiro,BR,-17.3511,-44.9622,67.82,98,100,0.83,overcast clouds
447,umba,RU,66.6871,34.3429,14.43,93,100,14.81,overcast clouds
448,itupiranga,BR,-5.1347,-49.3267,73.44,96,100,2.35,heavy intensity rain
449,kismayo,SO,-0.3582,42.5454,77.58,82,85,15.93,overcast clouds
450,andenes,NO,69.3143,16.1194,30.18,80,100,9.22,overcast clouds
451,kristiinankaupunki,FI,62.2743,21.376,23.43,99,54,8.23,broken clouds
452,ankara,TR,39.9199,32.8543,29.32,91,12,2.73,few clouds
453,girne,CY,35.3417,33.3167,57.29,76,2,1.28,clear sky
454,saint-joseph,RE,-21.3667,55.6167,77.38,80,78,11.12,broken clouds
455,birjand,IR,32.8663,59.2211,30.67,69,0,4.61,clear sky
456,dinguiraye,GN,11.3,-10.7167,70.16,15,2,2.64,clear sky
457,makhinjauri,GE,41.6739,41.694,37.26,93,100,10.36,overcast clouds
458,fort-shevchenko,KZ,44.5086,50.263,35.22,95,87,12.48,light snow
459,cabedelo,BR,-6.9811,-34.8339,79.47,72,0,10.94,clear sky
460,tessalit,ML,20.1986,1.0114,60.49,16,0,6.29,clear sky
461,matagami,CA,49.7502,-77.6328,8.71,85,100,0.0,light snow
462,khushab,PK,32.2967,72.3525,50.16,59,6,6.53,clear sky
463,colares,PT,38.7992,-9.4469,53.8,51,1,5.01,clear sky
464,henderson,US,36.0397,-114.9819,62.62,25,0,5.75,clear sky
465,kudinovo,RU,54.9994,36.2533,30.25,95,100,11.61,snow
466,penzance,GB,50.1186,-5.5371,49.77,82,100,12.44,overcast clouds
467,kano,NG,12.0001,8.5167,60.69,48,0,3.44,haze
468,adrar,MR,20.5022,-10.0711,64.27,11,0,9.91,clear sky
469,vokhtoga,RU,58.8147,41.0461,5.67,98,100,6.24,overcast clouds
470,ereymentau,KZ,51.6199,73.1033,3.04,78,2,5.75,clear sky
471,abay,KZ,49.6311,72.8539,17.98,85,91,9.01,overcast clouds
472,do gonbadan,IR,30.3586,50.7981,37.49,93,0,0.0,clear sky
473,krotovka,RU,53.2858,51.1686,16.92,96,99,5.1,overcast clouds
474,basoko,CD,1.2391,23.616,69.26,40,100,0.45,overcast clouds
475,sheopur,IN,25.6667,76.7,55.04,46,0,2.82,clear sky
476,palmeira,BR,-25.4294,-50.0064,64.62,90,2,3.0,clear sky
477,belmonte,BR,-15.8631,-38.8828,79.3,85,38,6.49,scattered clouds
478,navirai,BR,-23.065,-54.1906,67.96,68,96,4.41,overcast clouds
479,galdar,ES,28.147,-15.6502,63.1,79,22,18.21,few clouds
480,nzega,RW,-2.479,29.5564,55.49,90,100,4.59,overcast clouds
481,dzaoudzi,YT,-12.7887,45.2699,80.49,89,75,4.61,broken clouds
482,sarankhola,BD,22.3082,89.7897,60.78,63,82,3.06,broken clouds
483,hilton head island,US,32.2163,-80.7526,44.98,87,100,16.11,overcast clouds
484,maragheh,IR,37.3917,46.2398,25.21,91,92,2.91,overcast clouds
485,nuwara eliya,LK,6.9708,80.7829,56.26,74,93,1.01,overcast clouds
486,harper,LR,4.375,-7.7169,78.94,83,100,6.35,overcast clouds
487,sinazongwe,ZM,-17.2614,27.4618,73.36,73,86,3.76,overcast clouds
488,verkhnyachka,UA,48.8285,30.0396,31.78,76,94,11.36,overcast clouds
489,mantsala,FI,60.6609,25.2838,33.48,97,100,3.33,overcast clouds
490,sambava,MG,-14.2667,50.1667,74.53,87,47,4.68,scattered clouds
491,berlevag,NO,70.8578,29.0864,19.38,86,53,21.03,broken clouds
492,george town,MY,5.4112,100.3354,80.53,89,20,0.0,few clouds
493,kensington,AU,-33.9167,151.2167,75.76,64,75,8.99,light rain
494,opuwo,NA,-18.0607,13.84,67.19,48,98,2.26,overcast clouds
495,albany,US,42.6001,-73.9662,20.3,80,10,2.93,clear sky
496,huarmey,PE,-10.0681,-78.1522,71.44,77,100,6.64,overcast clouds
497,kindu,CD,-2.95,25.95,69.17,97,100,3.91,moderate rain
498,surab,PK,28.4914,66.2585,43.11,56,36,3.71,scattered clouds
499,robertsganj,IN,24.7,83.0667,52.12,56,0,2.89,clear sky
500,hearst,CA,49.6835,-83.6665,5.25,95,100,8.14,overcast clouds
501,kerouane,GN,9.2667,-9.0167,70.48,19,5,2.21,clear sky
502,skibbereen,IE,51.55,-9.2667,52.11,96,78,8.14,broken clouds
503,emba,KZ,48.8264,58.1442,12.22,97,100,9.26,overcast clouds
504,mumford,GH,5.2618,-0.759,79.29,86,100,6.91,overcast clouds
505,tirumullaivasal,IN,11.2333,79.8333,75.78,74,100,6.46,overcast clouds
506,sao paulo de olivenca,BR,-3.3783,-68.8725,73.38,97,98,2.21,light rain
507,asfi,MA,32.2994,-9.2372,56.66,76,49,12.97,scattered clouds
508,catamarca,AR,-28.4696,-65.7852,66.04,72,27,7.65,scattered clouds
509,vestmanna,FO,62.1564,-7.1664,31.12,59,20,13.8,few clouds
510,merzifon,TR,40.8733,35.4631,20.66,93,40,0.0,scattered clouds
511,wukari,NG,7.85,9.7833,70.3,21,0,4.43,clear sky
512,pergamino,AR,-33.89,-60.5736,61.25,61,0,7.02,clear sky
513,yalutorovsk,RU,56.6536,66.3006,-1.62,88,80,6.17,broken clouds
514,wamba,NG,8.9333,8.6,69.84,23,0,4.52,clear sky
515,khorixas,NA,-20.3667,14.9667,70.95,74,100,6.04,light rain
516,jilib,SO,0.4883,42.7854,74.52,84,91,8.88,overcast clouds
517,nexo,DK,55.0607,15.1306,35.69,84,98,16.58,overcast clouds
518,kazanskaya,RU,45.4106,40.4361,31.78,89,100,9.15,overcast clouds
519,yenagoa,NG,4.9247,6.2642,75.79,88,1,2.26,clear sky
520,sevilla,ES,37.3824,-5.9761,52.0,82,0,5.01,clear sky
521,le port,RE,-20.9373,55.2919,78.8,74,84,10.0,broken clouds
522,millville,US,39.4021,-75.0393,34.88,76,14,3.62,few clouds
523,makat,KZ,47.6469,53.3463,22.93,87,100,8.41,overcast clouds
524,adelaide,AU,-34.9333,138.6,91.56,25,0,7.0,clear sky
525,olinda,BR,-8.0089,-34.8553,82.13,69,75,5.75,broken clouds
526,kotka,FI,60.4664,26.9458,33.06,94,100,6.96,overcast clouds
527,pychas,RU,56.5033,52.4409,16.05,98,100,3.91,light snow
528,pachino,IT,36.7186,15.0907,53.64,79,68,18.79,broken clouds
529,ouallam,NE,14.3188,2.0866,65.71,14,0,10.78,clear sky
530,nizhniy lomov,RU,53.5304,43.6766,20.98,96,100,4.63,snow
531,laguna,US,38.421,-121.4238,62.44,60,0,5.75,clear sky
532,can,TR,40.0333,27.0524,38.28,83,0,4.27,clear sky
533,alvdal,NO,62.1077,10.6307,26.44,89,33,5.57,scattered clouds
534,la cumbre,AR,-30.982,-64.4914,56.64,78,0,1.99,clear sky
535,sehithwa,BW,-20.4667,22.7167,67.21,70,3,5.82,clear sky
536,mabaruma,GY,8.2,-59.7833,72.88,98,100,2.91,overcast clouds
537,trincomalee,LK,8.5711,81.2335,79.47,72,67,10.98,broken clouds
538,naushahro firoz,PK,26.8424,68.123,59.2,32,5,6.51,clear sky
539,puerto rondon,CO,6.2805,-71.1,79.5,57,41,5.19,scattered clouds
540,tigre,AR,-34.426,-58.5796,68.0,71,0,6.91,clear sky
541,falun,SE,60.6036,15.626,25.21,94,55,2.84,broken clouds
542,prieska,ZA,-29.6641,22.7474,73.85,56,87,4.72,overcast clouds
543,mayahi,NE,13.9553,7.6712,60.8,14,0,11.45,clear sky
544,monrovia,LR,6.3005,-10.7969,79.61,84,98,5.19,overcast clouds
545,calatayud,ES,41.3535,-1.6432,41.65,53,97,4.12,overcast clouds
546,guantanamo,CU,20.1444,-75.2092,76.46,82,17,4.9,few clouds
547,galle,LK,6.0367,80.217,79.23,72,99,1.16,overcast clouds
548,marathon,US,44.9,-89.7668,22.24,85,100,8.05,overcast clouds
549,tyukhtet,RU,56.5389,89.3011,2.82,93,25,5.3,scattered clouds
550,arroyo,ES,41.6096,-4.7969,36.59,80,0,5.75,clear sky
551,talgar,KZ,43.3027,77.2395,28.56,100,100,4.47,mist
552,carinhanha,BR,-14.3047,-43.765,67.62,94,100,2.8,overcast clouds
553,marsaxlokk,MT,35.8419,14.5431,56.08,87,20,8.05,few clouds
554,alingsas,SE,57.9303,12.5335,38.44,89,10,4.25,clear sky
555,birpur,IN,26.5167,87.0167,56.3,70,3,2.84,clear sky
556,bubaque,GW,11.2833,-15.8333,76.87,70,6,9.28,clear sky
557,ler,SS,8.3018,30.1418,68.92,21,100,5.88,overcast clouds
558,parole,US,38.9796,-76.5305,34.11,60,100,5.73,overcast clouds
559,atbasar,KZ,51.8,68.3333,6.22,90,94,8.86,overcast clouds
560,shache,CN,38.4167,77.2406,25.72,60,100,3.13,overcast clouds
561,bentiu,SS,9.2333,29.8333,66.18,21,26,5.28,scattered clouds
562,mezen,RU,65.8522,44.24,12.38,93,100,9.98,overcast clouds
563,tubuala,PA,9.5167,-79.0333,78.91,75,8,11.39,clear sky
564,raudeberg,NO,61.9875,5.1352,39.2,88,100,5.01,overcast clouds
565,kontagora,NG,10.3999,5.4695,71.76,19,0,6.82,clear sky
566,ariquemes,BR,-9.9133,-63.0408,72.5,97,90,2.53,overcast clouds
567,svencionys,LT,55.15,26.1667,32.32,97,100,14.74,snow
568,mashhad,IR,36.297,59.6062,30.34,100,100,0.0,overcast clouds
569,claymont,US,39.8007,-75.4596,31.64,75,5,3.0,clear sky
570,yabrud,SY,33.9674,36.6574,38.86,80,76,3.2,broken clouds
571,malakal,SS,9.5334,31.6605,69.78,18,100,8.39,overcast clouds
572,sovetskoye,RU,52.2861,85.4131,-8.28,95,40,3.15,scattered clouds
573,san pedro,PH,14.35,121.0167,82.35,78,75,3.44,broken clouds
574,santa isabel do rio negro,BR,-0.4139,-65.0192,72.23,97,95,2.35,overcast clouds
575,mbulu,TZ,-3.85,35.5333,59.18,88,100,1.83,light rain
576,barranca,PE,-10.75,-77.7667,70.75,75,100,7.31,overcast clouds
577,uray,RU,60.1247,64.7758,8.78,94,100,8.86,overcast clouds
578,maceio,BR,-9.6658,-35.7353,76.44,83,20,3.44,few clouds
579,kautokeino,NO,69.0125,23.0412,-0.72,100,100,2.55,overcast clouds
580,salar,ES,37.1499,-4.0191,51.22,87,3,1.61,clear sky
581,marienburg,PL,54.0359,19.0266,42.96,74,100,14.27,overcast clouds
582,maragogi,BR,-9.0122,-35.2225,78.26,77,28,7.49,scattered clouds
583,gornopravdinsk,RU,60.05,69.9,10.33,93,100,8.81,overcast clouds
584,asyut,EG,27.181,31.1837,46.58,57,0,5.99,clear sky
585,garwa,IN,24.1833,83.8167,52.9,48,0,2.28,clear sky
586,ornskoldsvik,SE,63.2909,18.7153,23.95,100,100,2.3,overcast clouds
587,kheda,IN,22.75,72.6833,61.09,62,0,2.59,clear sky
588,gwanda,ZW,-20.9333,29.0,61.77,84,1,7.78,clear sky
589,san luis,AR,-33.295,-66.3356,61.88,34,0,12.37,clear sky
590,kovernino,RU,57.1253,43.8142,-0.78,99,80,4.21,broken clouds
591,moose factory,CA,51.2585,-80.6094,-4.0,77,0,5.75,clear sky
592,ozark,US,37.0209,-93.206,39.61,77,66,5.82,broken clouds
593,oktyabrskiy,RU,54.4815,53.471,11.43,98,100,2.98,overcast clouds
594,lagdo,CM,9.05,13.7333,69.71,20,6,2.48,clear sky
595,teguldet,RU,57.3064,88.1667,0.57,98,10,4.07,clear sky
596,zambezi,ZM,-13.5432,23.1047,64.92,99,100,1.36,moderate rain
597,chachapoyas,PE,-6.2317,-77.869,55.11,96,100,1.72,light rain
598,algiers,DZ,36.7525,3.042,44.42,93,40,2.3,scattered clouds
599,nawashahr,IN,31.1167,76.1333,48.79,83,38,2.55,scattered clouds
600,naryan-mar,RU,67.6713,53.087,15.28,87,100,17.16,overcast clouds
601,lure,FR,47.75,6.5,45.77,81,75,11.5,broken clouds
602,kirovskiy,RU,45.0917,133.5136,7.95,87,98,5.46,overcast clouds
603,ovre ardal,NO,61.3167,7.8,22.01,98,100,4.74,light snow
604,maraa,BR,-1.8333,-65.3667,72.91,92,100,2.75,overcast clouds
605,terme,TR,41.2092,36.9739,38.46,70,93,5.37,overcast clouds
606,lomas de sargentillo,EC,-1.8833,-80.0833,75.58,93,66,1.23,light rain
607,baft,IR,29.234,56.6057,33.98,84,1,3.09,clear sky
608,yining,CN,29.0361,114.5636,35.55,100,100,1.92,overcast clouds
609,shelburne,CA,44.0787,-80.2041,27.05,74,100,15.88,overcast clouds
610,valparaiso,CL,-33.0393,-71.6273,65.48,81,100,6.91,overcast clouds
611,chapada dos guimaraes,BR,-15.4606,-55.7497,69.46,94,100,2.13,overcast clouds
612,palampur,IN,32.1167,76.5333,42.75,64,92,5.03,overcast clouds
613,ampanihy,MG,-24.7,44.75,73.27,90,100,14.54,light rain
614,houma,US,29.5958,-90.7195,48.0,62,0,4.56,clear sky
615,cururupu,BR,-1.8283,-44.8683,75.02,95,100,2.26,overcast clouds
616,dornbirn,AT,47.4167,9.7331,47.16,72,75,15.99,moderate rain
617,panama city,PA,8.9936,-79.5197,78.75,73,0,5.75,clear sky
618,suksun,RU,57.1431,57.3949,1.99,95,13,6.08,few clouds
619,sindor,RU,62.8629,51.8905,16.7,95,100,6.8,overcast clouds
620,damietta,EG,31.4165,31.8133,53.49,70,0,8.61,clear sky
621,koslan,RU,63.4564,48.8989,15.71,95,98,6.49,overcast clouds
622,leh,IN,34.1667,77.5833,6.73,95,100,1.95,overcast clouds
623,gwadar,PK,25.1216,62.3254,68.97,71,0,5.53,clear sky
624,graaff-reinet,ZA,-32.2522,24.5308,73.08,50,49,5.01,scattered clouds
625,nuuk,GL,64.1835,-51.7216,1.8,71,100,7.58,overcast clouds
626,port-gentil,GA,-0.7193,8.7815,79.72,84,25,10.76,scattered clouds
627,gweta,BW,-20.1833,25.2333,69.01,61,0,9.86,clear sky
628,sistranda,NO,63.7256,8.834,37.36,67,100,26.22,overcast clouds
629,ambovombe,MG,-25.1667,46.0833,75.06,94,100,14.88,moderate rain
630,maldonado,UY,-34.6667,-54.9167,67.23,84,100,14.07,overcast clouds
631,kathu,TH,7.9178,98.3332,83.62,76,92,7.49,overcast clouds
632,nantucket,US,41.2835,-70.0995,32.14,70,0,10.36,clear sky
633,sogne,NO,58.0833,7.8167,37.69,62,4,19.13,clear sky
634,sawakin,SD,19.1059,37.3321,67.08,62,4,10.38,clear sky
635,camocim,BR,-2.9022,-40.8411,77.63,86,5,8.59,clear sky
636,iralaya,HN,15.0,-83.2333,74.68,68,3,7.56,clear sky
637,avallon,FR,47.4833,3.9,46.87,84,100,20.2,overcast clouds
638,sur,OM,22.5667,59.5289,69.21,65,0,11.07,clear sky
639,kamina,CD,-8.7386,24.9906,63.55,97,100,4.56,overcast clouds
640,ihosy,MG,-22.4,46.1167,68.74,89,98,9.82,overcast clouds
641,saint-francois,FR,46.4154,3.9054,49.44,88,100,14.97,overcast clouds
642,caucaia,BR,-3.7361,-38.6531,82.04,73,20,5.75,few clouds
643,kutum,SD,14.2,24.6667,47.77,31,31,8.72,scattered clouds
644,ampere,BR,-25.915,-53.4728,61.43,67,0,4.32,clear sky
645,asadabad,IR,34.7824,48.1185,26.55,81,95,3.31,overcast clouds
646,xai-xai,MZ,-25.0519,33.6442,75.67,78,61,12.97,broken clouds
647,sao felix do xingu,BR,-6.6447,-51.995,72.27,97,95,1.01,overcast clouds
648,staryy nadym,RU,65.6118,72.6842,-15.68,100,97,8.34,overcast clouds
649,panjakent,TJ,39.4952,67.6093,31.8,85,100,0.54,overcast clouds
650,marystown,CA,47.1666,-55.1483,19.85,100,93,12.91,overcast clouds
651,obo,CF,5.3998,26.4869,64.78,21,93,4.54,overcast clouds
652,agapovka,RU,53.2973,59.1348,7.81,97,99,3.38,overcast clouds
653,rock sound,BS,24.9,-76.2,74.39,62,4,13.22,clear sky
654,rio cuarto,AR,-33.1307,-64.3499,51.67,53,0,3.0,clear sky
655,ljig,RS,44.2301,20.2382,45.73,81,100,6.53,overcast clouds
656,oranjemund,NA,-28.55,16.4333,65.41,78,7,4.34,clear sky
657,mersin,TR,36.862,34.6509,36.75,53,0,4.52,clear sky
658,marsala,IT,37.7966,12.4352,55.99,73,41,20.96,scattered clouds
659,issoudun,FR,47.0,1.8333,49.91,93,100,18.41,overcast clouds
660,datia,IN,25.6667,78.4667,51.98,56,0,5.19,clear sky
661,fabriano,IT,43.3406,12.9073,51.76,82,100,16.96,overcast clouds
662,mairi,BR,-11.7114,-40.1489,72.09,82,92,6.46,overcast clouds
663,oistins,BB,13.0667,-59.5333,78.89,78,75,14.97,broken clouds
664,santa maria da vitoria,BR,-13.3947,-44.1886,69.6,92,100,2.33,overcast clouds
665,bethanien,NA,-26.502,17.1583,73.53,59,95,5.97,overcast clouds
666,alibag,IN,18.6411,72.8792,71.67,75,95,4.61,overcast clouds
667,pizarro,CO,4.9533,-77.366,76.48,83,34,0.65,scattered clouds
668,bonavista,CA,48.6499,-53.1147,13.12,64,56,19.98,broken clouds
669,nicoya,CR,10.1483,-85.452,80.15,69,4,8.66,clear sky
670,chicama,PE,-7.8447,-79.1469,66.74,73,99,5.35,overcast clouds
671,saintes,FR,45.6667,-0.75,51.55,94,80,14.97,broken clouds
672,east massapequa,US,40.6734,-73.4365,32.02,77,97,1.01,overcast clouds
673,zapadnaya dvina,RU,56.259,32.0745,29.77,95,100,9.64,light snow
674,yarada,IN,17.65,83.2667,64.72,100,20,2.3,mist
675,marrakesh,MA,31.6315,-8.0083,59.07,58,0,3.44,clear sky
676,bataipora,BR,-22.2953,-53.2711,70.45,85,98,3.69,overcast clouds
677,sawai madhopur,IN,25.9833,76.3667,51.82,54,0,2.98,clear sky
678,sotik,KE,-0.6833,35.1187,55.02,77,100,2.33,overcast clouds
679,kambove,CD,-10.8764,26.5969,60.69,98,100,2.82,light rain
680,zyryanskoye,RU,56.8306,86.6258,-1.05,95,5,6.2,clear sky
681,chazuta,PE,-6.5742,-76.1367,79.65,97,100,0.96,overcast clouds
682,grindavik,IS,63.8424,-22.4338,30.67,93,100,35.68,heavy snow
683,broadstairs,GB,51.3591,1.4394,42.62,64,5,10.0,clear sky
684,lima,PE,-12.0432,-77.0282,68.4,40,0,5.75,clear sky
